run_id	mode	scenario	p95_ns	p99_ns
29184456256	column_query	prefixsum_1m	77	120
29184456256	column_geometry_query	uniform_1k	32	63
29184456256	column_geometry_query	uniform_100k	43	75
29184456256	column_geometry_query	uniform_1m	48	80
29184456256	column_geometry_query	prefixsum_100k	74	122
29184456256	column_geometry_query	prefixsum_1m	97	133
29184686762	pipeline	1k_lines_20_visible_overscan_0	2501	2660
29184686762	pipeline	100k_lines_80_visible_overscan_5	10434	10695
29184686762	pipeline	1m_lines_200_visible_overscan_50	34042	35291
29184686762	variable_height	1k_lines_20_visible_overscan_0	527	541
29184686762	variable_height	100k_lines_80_visible_overscan_5	1880	1946
29184686762	variable_height	1m_lines_200_visible_overscan_50	6001	6078
29184686762	variable_height_mutation	1k_lines_20_visible_overscan_0	784	815
29184686762	variable_height_mutation	100k_lines_80_visible_overscan_5	2849	2922
29184686762	variable_height_mutation	1m_lines_200_visible_overscan_50	9404	9539
29184686762	structural_mutation	1k_lines_20_visible_overscan_0	1981	2240
29184686762	structural_mutation	100k_lines_80_visible_overscan_5	8293	8407
29184686762	structural_mutation	1m_lines_200_visible_overscan_50	30325	31670
29184686762	bulk_structural_mutation	1k_lines_batch_64	6459	6592
29184686762	bulk_structural_mutation	100k_lines_batch_64	15380	15681
29184686762	bulk_structural_mutation	1m_lines_batch_64	47253	49270
29184686762	bulk_structural_mutation	100k_lines_batch_4096	164774	167628
29184686762	bulk_structural_mutation	1m_lines_batch_4096	324750	347524
29184686762	line_query	uniform_1k	23	40
29184686762	line_query	uniform_100k	34	66
29184686762	line_query	uniform_1m	39	71
29184686762	line_query	balanced_tree_100k	212	219
29184686762	line_query	balanced_tree_1m	257	286
29184686762	line_geometry_query	uniform_1k	31	63
29184686762	line_geometry_query	uniform_100k	42	74
29184686762	line_geometry_query	uniform_1m	47	79
29184686762	line_geometry_query	balanced_tree_100k	369	406
29184686762	line_geometry_query	balanced_tree_1m	422	456
29184686762	column_query	uniform_1k	24	42
29184686762	column_query	uniform_100k	35	66
29184686762	column_query	uniform_1m	40	71
29184686762	column_query	prefixsum_100k	58	93
29184686762	column_query	prefixsum_1m	74	115
29184686762	column_geometry_query	uniform_1k	32	62
29184686762	column_geometry_query	uniform_100k	43	84
29184686762	column_geometry_query	uniform_1m	48	80
29184686762	column_geometry_query	prefixsum_100k	124	169
29184686762	column_geometry_query	prefixsum_1m	130	163
29185096022	pipeline	1k_lines_20_visible_overscan_0	2724	2895
29185096022	pipeline	100k_lines_80_visible_overscan_5	11399	11605
29185096022	pipeline	1m_lines_200_visible_overscan_50	37235	37871
29185096022	variable_height	1k_lines_20_visible_overscan_0	471	526
29185096022	variable_height	100k_lines_80_visible_overscan_5	1689	1749
29185096022	variable_height	1m_lines_200_visible_overscan_50	5438	5574
29185096022	variable_height_mutation	1k_lines_20_visible_overscan_0	865	1110
29185096022	variable_height_mutation	100k_lines_80_visible_overscan_5	3404	3487
29185096022	variable_height_mutation	1m_lines_200_visible_overscan_50	10464	10576
29185096022	structural_mutation	1k_lines_20_visible_overscan_0	2010	2065
29185096022	structural_mutation	100k_lines_80_visible_overscan_5	8994	9115
29185096022	structural_mutation	1m_lines_200_visible_overscan_50	34565	37530
29185096022	bulk_structural_mutation	1k_lines_batch_64	6548	6815
29185096022	bulk_structural_mutation	100k_lines_batch_64	16662	17523
29185096022	bulk_structural_mutation	1m_lines_batch_64	55802	58411
29185096022	bulk_structural_mutation	100k_lines_batch_4096	181488	184240
29185096022	bulk_structural_mutation	1m_lines_batch_4096	328789	343881
29185096022	line_query	uniform_1k	26	38
29185096022	line_query	uniform_100k	37	67
29185096022	line_query	uniform_1m	43	73
29185096022	line_query	balanced_tree_100k	136	171
29185096022	line_query	balanced_tree_1m	206	233
29185096022	line_geometry_query	uniform_1k	33	62
29185096022	line_geometry_query	uniform_100k	44	74
29185096022	line_geometry_query	uniform_1m	50	80
29185096022	line_geometry_query	balanced_tree_100k	252	324
29185096022	line_geometry_query	balanced_tree_1m	316	355
29185096022	column_query	uniform_1k	26	38
29185096022	column_query	uniform_100k	38	67
29185096022	column_query	uniform_1m	44	73
29185096022	column_query	prefixsum_100k	57	90
29185096022	column_query	prefixsum_1m	63	94
29185096022	column_geometry_query	uniform_1k	34	63
29185096022	column_geometry_query	uniform_100k	46	76
29185096022	column_geometry_query	uniform_1m	52	82
29185096022	column_geometry_query	prefixsum_100k	66	100
29185096022	column_geometry_query	prefixsum_1m	74	107
29185096022	point_query	uniform_100k	87	97
29185096022	point_query	uniform_1m	66	97
29185096022	point_query	prefixsum_100k	74	107
29185096022	point_query	prefixsum_1m	81	117
29185634901	pipeline	1k_lines_20_visible_overscan_0	2480	2653
29185634901	pipeline	100k_lines_80_visible_overscan_5	10396	10598
29185634901	pipeline	1m_lines_200_visible_overscan_50	33821	34653
29185634901	variable_height	1k_lines_20_visible_overscan_0	542	704
29185634901	variable_height	100k_lines_80_visible_overscan_5	2016	2098
29185634901	variable_height	1m_lines_200_visible_overscan_50	6877	7014
29185634901	variable_height_mutation	1k_lines_20_visible_overscan_0	782	847
29185634901	variable_height_mutation	100k_lines_80_visible_overscan_5	2802	2888
29185634901	variable_height_mutation	1m_lines_200_visible_overscan_50	10032	10193
29185634901	structural_mutation	1k_lines_20_visible_overscan_0	1984	2059
29185634901	structural_mutation	100k_lines_80_visible_overscan_5	9081	9863
29185634901	structural_mutation	1m_lines_200_visible_overscan_50	36443	37179
29185634901	bulk_structural_mutation	1k_lines_batch_64	6255	6472
29185634901	bulk_structural_mutation	100k_lines_batch_64	16751	18593
29185634901	bulk_structural_mutation	1m_lines_batch_64	56646	57859
29185634901	bulk_structural_mutation	100k_lines_batch_4096	164363	174346
29185634901	bulk_structural_mutation	1m_lines_batch_4096	332342	355267
29185634901	line_query	uniform_1k	25	54
29185634901	line_query	uniform_100k	34	65
29185634901	line_query	uniform_1m	39	70
29185634901	line_query	balanced_tree_100k	210	219
29185634901	line_query	balanced_tree_1m	256	273
29185634901	line_geometry_query	uniform_1k	57	330
29185634901	line_geometry_query	uniform_100k	42	73
29185634901	line_geometry_query	uniform_1m	79	265
29185634901	line_geometry_query	balanced_tree_100k	367	383
29185634901	line_geometry_query	balanced_tree_1m	425	451
29185634901	column_query	uniform_1k	24	53
29185634901	column_query	uniform_100k	35	66
29185634901	column_query	uniform_1m	40	71
29185634901	column_query	prefixsum_100k	60	97
29185634901	column_query	prefixsum_1m	81	120
29185634901	column_geometry_query	uniform_1k	33	66
29185634901	column_geometry_query	uniform_100k	43	74
29185634901	column_geometry_query	uniform_1m	48	79
29185634901	column_geometry_query	prefixsum_100k	69	105
29185634901	column_geometry_query	prefixsum_1m	82	125
29185634901	point_query	uniform_100k	87	125
29185634901	point_query	uniform_1m	87	114
29185634901	point_query	prefixsum_100k	116	144
29185634901	point_query	prefixsum_1m	133	165
29186301213	pipeline	1k_lines_20_visible_overscan_0	2089	2232
29186301213	pipeline	100k_lines_80_visible_overscan_5	8710	9046
29186301213	pipeline	1m_lines_200_visible_overscan_50	28447	29239
29186301213	variable_height	1k_lines_20_visible_overscan_0	358	386
29186301213	variable_height	100k_lines_80_visible_overscan_5	1313	1373
29186301213	variable_height	1m_lines_200_visible_overscan_50	4269	4362
29186301213	variable_height_mutation	1k_lines_20_visible_overscan_0	654	698
29186301213	variable_height_mutation	100k_lines_80_visible_overscan_5	2503	2553
29186301213	variable_height_mutation	1m_lines_200_visible_overscan_50	8316	8571
29186301213	structural_mutation	1k_lines_20_visible_overscan_0	1528	1600
29186301213	structural_mutation	100k_lines_80_visible_overscan_5	6984	7328
29186301213	structural_mutation	1m_lines_200_visible_overscan_50	39021	39844
29186301213	bulk_structural_mutation	1k_lines_batch_64	5120	5281
29186301213	bulk_structural_mutation	100k_lines_batch_64	12935	13207
29186301213	bulk_structural_mutation	1m_lines_batch_64	64853	66149
29186301213	bulk_structural_mutation	100k_lines_batch_4096	139416	141898
29186301213	bulk_structural_mutation	1m_lines_batch_4096	426168	469325
29186301213	line_query	uniform_1k	20	31
29186301213	line_query	uniform_100k	29	44
29186301213	line_query	uniform_1m	34	52
29186301213	line_query	balanced_tree_100k	100	127
29186301213	line_query	balanced_tree_1m	166	231
29186301213	line_geometry_query	uniform_1k	25	32
29186301213	line_geometry_query	uniform_100k	34	56
29186301213	line_geometry_query	uniform_1m	39	62
29186301213	line_geometry_query	balanced_tree_100k	188	237
29186301213	line_geometry_query	balanced_tree_1m	243	255
29186301213	column_query	uniform_1k	20	25
29186301213	column_query	uniform_100k	30	52
29186301213	column_query	uniform_1m	34	55
29186301213	column_query	prefixsum_100k	47	71
29186301213	column_query	prefixsum_1m	53	86
29186301213	column_geometry_query	uniform_1k	26	33
29186301213	column_geometry_query	uniform_100k	35	58
29186301213	column_geometry_query	uniform_1m	40	63
29186301213	column_geometry_query	prefixsum_100k	52	85
29186301213	column_geometry_query	prefixsum_1m	57	90
29186301213	point_query	uniform_100k	46	71
29186301213	point_query	uniform_1m	51	74
29186301213	point_query	prefixsum_100k	58	82
29186301213	point_query	prefixsum_1m	63	90
